id,Season,Year,total_seas_prcp,name
ASN00023000,Spring,1924,1876,ADELAIDE WEST TERRACE
ASN00040214,Spring,1924,2319,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1924,1814,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1924,2667,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1924,2021,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1924,110,PERTH REGIONAL OFFICE
ASN00014163,Summer,1924,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1924,931,ADELAIDE WEST TERRACE
ASN00040214,Summer,1924,3336,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1924,2489,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1924,2447,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1924,2054,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1924,4405,PERTH REGIONAL OFFICE
ASN00014163,Winter,1924,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1924,1647,ADELAIDE WEST TERRACE
ASN00040214,Winter,1924,2921,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1924,1498,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1924,1554,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1924,1207,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1925,1691,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1925,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1925,1156,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1925,4110,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1925,6392,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1925,911,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1925,1643,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1925,1513,PERTH REGIONAL OFFICE
ASN00014163,Spring,1925,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1925,1164,ADELAIDE WEST TERRACE
ASN00040214,Spring,1925,2365,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1925,1616,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1925,1203,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1925,606,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1925,389,PERTH REGIONAL OFFICE
ASN00014163,Summer,1925,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1925,1699,ADELAIDE WEST TERRACE
ASN00040214,Summer,1925,4180,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1925,1980,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1925,1190,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1925,1081,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1925,4393,PERTH REGIONAL OFFICE
ASN00014163,Winter,1925,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1925,1556,ADELAIDE WEST TERRACE
ASN00040214,Winter,1925,2845,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1925,2814,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1925,1173,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1925,1449,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1926,3590,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1926,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1926,1630,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1926,1415,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1926,4645,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1926,1467,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1926,1214,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1926,2334,PERTH REGIONAL OFFICE
ASN00014163,Spring,1926,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1926,1403,ADELAIDE WEST TERRACE
ASN00040214,Spring,1926,1274,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1926,536,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1926,1044,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1926,2032,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1926,172,PERTH REGIONAL OFFICE
ASN00014163,Summer,1926,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1926,622,ADELAIDE WEST TERRACE
ASN00040214,Summer,1926,3471,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1926,3050,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1926,1222,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1926,949,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1926,6412,PERTH REGIONAL OFFICE
ASN00014163,Winter,1926,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1926,1985,ADELAIDE WEST TERRACE
ASN00040214,Winter,1926,1677,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1926,1196,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1926,1485,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1926,1909,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1927,2046,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1927,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1927,849,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1927,2533,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1927,6073,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1927,975,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1927,944,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1927,1788,PERTH REGIONAL OFFICE
ASN00014163,Spring,1927,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1927,725,ADELAIDE WEST TERRACE
ASN00040214,Spring,1927,3744,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1927,3201,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1927,1369,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1927,884,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1927,207,PERTH REGIONAL OFFICE
ASN00014163,Summer,1927,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1927,671,ADELAIDE WEST TERRACE
ASN00040214,Summer,1927,8482,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1927,1851,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1927,679,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1927,1221,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1927,5259,PERTH REGIONAL OFFICE
ASN00014163,Winter,1927,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1927,2052,ADELAIDE WEST TERRACE
ASN00040214,Winter,1927,1017,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1927,1215,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1927,1560,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1927,1014,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1928,1542,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1928,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1928,982,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1928,4792,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1928,3066,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1928,1855,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1928,1400,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1928,1838,PERTH REGIONAL OFFICE
ASN00014163,Spring,1928,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1928,1203,ADELAIDE WEST TERRACE
ASN00040214,Spring,1928,1267,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1928,538,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1928,1147,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1928,2148,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1928,503,PERTH REGIONAL OFFICE
ASN00014163,Summer,1928,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1928,956,ADELAIDE WEST TERRACE
ASN00040214,Summer,1928,6312,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1928,2652,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1928,2387,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1928,1900,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1928,7523,PERTH REGIONAL OFFICE
ASN00014163,Winter,1928,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1928,1800,ADELAIDE WEST TERRACE
ASN00040214,Winter,1928,1013,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1928,3932,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1928,748,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1928,1226,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1929,3250,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1929,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1929,541,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1929,4281,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1929,5345,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1929,2463,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1929,1485,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1929,1276,PERTH REGIONAL OFFICE
ASN00014163,Spring,1929,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1929,1049,ADELAIDE WEST TERRACE
ASN00040214,Spring,1929,1095,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1929,3505,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1929,1885,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1929,1430,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1929,281,PERTH REGIONAL OFFICE
ASN00014163,Summer,1929,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1929,1025,ADELAIDE WEST TERRACE
ASN00040214,Summer,1929,3235,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1929,3353,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1929,1780,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1929,2001,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1929,4537,PERTH REGIONAL OFFICE
ASN00014163,Winter,1929,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1929,1844,ADELAIDE WEST TERRACE
ASN00040214,Winter,1929,1491,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1929,2516,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1929,1205,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1929,956,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1930,1291,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1930,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1930,550,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1930,3326,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1930,3601,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1930,1393,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1930,1017,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1930,1798,PERTH REGIONAL OFFICE
ASN00014163,Spring,1930,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1930,1597,ADELAIDE WEST TERRACE
ASN00040214,Spring,1930,986,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1930,755,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1930,1460,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1930,1245,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1930,274,PERTH REGIONAL OFFICE
ASN00014163,Summer,1930,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1930,345,ADELAIDE WEST TERRACE
ASN00040214,Summer,1930,3481,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1930,2672,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1930,2010,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1930,1152,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1930,6709,PERTH REGIONAL OFFICE
ASN00014163,Winter,1930,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1930,2252,ADELAIDE WEST TERRACE
ASN00040214,Winter,1930,2691,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1930,4283,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1930,1610,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1930,1134,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1931,2848,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1931,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1931,1328,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1931,5266,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1931,4609,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1931,2793,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1931,2057,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1931,1607,PERTH REGIONAL OFFICE
ASN00014163,Spring,1931,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1931,1056,ADELAIDE WEST TERRACE
ASN00040214,Spring,1931,2542,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1931,2262,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1931,1728,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1931,1842,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1931,113,PERTH REGIONAL OFFICE
ASN00014163,Summer,1931,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1931,297,ADELAIDE WEST TERRACE
ASN00040214,Summer,1931,8318,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1931,1744,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1931,777,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1931,717,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1931,5407,PERTH REGIONAL OFFICE
ASN00014163,Winter,1931,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1931,2983,ADELAIDE WEST TERRACE
ASN00040214,Winter,1931,828,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1931,3899,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1931,1987,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1931,1690,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1932,2934,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1932,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1932,2162,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1932,2157,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1932,2231,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1932,2609,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1932,2335,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1932,1308,PERTH REGIONAL OFFICE
ASN00014163,Spring,1932,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1932,1192,ADELAIDE WEST TERRACE
ASN00040214,Spring,1932,2238,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1932,3189,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1932,1681,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1932,1740,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1932,100,PERTH REGIONAL OFFICE
ASN00014163,Summer,1932,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1932,464,ADELAIDE WEST TERRACE
ASN00040214,Summer,1932,1588,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1932,2578,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1932,1777,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1932,965,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1932,5671,PERTH REGIONAL OFFICE
ASN00014163,Winter,1932,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1932,2544,ADELAIDE WEST TERRACE
ASN00040214,Winter,1932,318,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1932,1531,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1932,1846,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1932,2093,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1933,1683,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1933,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1933,2215,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1933,2552,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1933,3987,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1933,897,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1933,1502,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1933,2021,PERTH REGIONAL OFFICE
ASN00014163,Spring,1933,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1933,946,ADELAIDE WEST TERRACE
ASN00040214,Spring,1933,4195,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1933,2894,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1933,1326,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1933,1960,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1933,183,PERTH REGIONAL OFFICE
ASN00014163,Summer,1933,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1933,830,ADELAIDE WEST TERRACE
ASN00040214,Summer,1933,4484,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1933,2549,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1933,1706,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1933,1440,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1933,4364,PERTH REGIONAL OFFICE
ASN00014163,Winter,1933,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1933,1639,ADELAIDE WEST TERRACE
ASN00040214,Winter,1933,1400,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1933,1432,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1933,1740,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1933,791,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1934,3017,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1934,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1934,577,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1934,2422,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1934,3812,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1934,1520,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1934,830,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1934,1278,PERTH REGIONAL OFFICE
ASN00014163,Spring,1934,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1934,2535,ADELAIDE WEST TERRACE
ASN00040214,Spring,1934,2123,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1934,3434,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1934,3308,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1934,1904,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1934,200,PERTH REGIONAL OFFICE
ASN00014163,Summer,1934,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1934,453,ADELAIDE WEST TERRACE
ASN00040214,Summer,1934,7428,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1934,4358,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1934,2343,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1934,1987,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1934,5826,PERTH REGIONAL OFFICE
ASN00014163,Winter,1934,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1934,1583,ADELAIDE WEST TERRACE
ASN00040214,Winter,1934,1808,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1934,4904,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1934,1362,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1934,1016,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1935,1714,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1935,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1935,1703,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1935,1583,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1935,1380,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1935,2316,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1935,2728,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1935,1489,PERTH REGIONAL OFFICE
ASN00014163,Spring,1935,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1935,1606,ADELAIDE WEST TERRACE
ASN00040214,Spring,1935,2459,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1935,1978,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1935,1764,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1935,1633,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1935,249,PERTH REGIONAL OFFICE
ASN00014163,Summer,1935,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1935,498,ADELAIDE WEST TERRACE
ASN00040214,Summer,1935,3806,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1935,2854,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1935,2168,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1935,2352,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1935,4754,PERTH REGIONAL OFFICE
ASN00014163,Winter,1935,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1935,2160,ADELAIDE WEST TERRACE
ASN00040214,Winter,1935,958,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1935,1670,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1935,1378,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1935,1494,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1936,1584,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1936,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1936,855,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1936,1858,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1936,2064,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1936,1458,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1936,773,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1936,819,PERTH REGIONAL OFFICE
ASN00014163,Spring,1936,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1936,926,ADELAIDE WEST TERRACE
ASN00040214,Spring,1936,597,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1936,696,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1936,1337,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1936,984,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1936,413,PERTH REGIONAL OFFICE
ASN00014163,Summer,1936,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1936,1447,ADELAIDE WEST TERRACE
ASN00040214,Summer,1936,2237,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1936,3654,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1936,1153,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1936,1227,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1936,4977,PERTH REGIONAL OFFICE
ASN00014163,Winter,1936,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1936,1690,ADELAIDE WEST TERRACE
ASN00040214,Winter,1936,841,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1936,1281,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1936,2242,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1936,1448,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1937,2936,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1937,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1937,1394,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1937,2144,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1937,3913,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1937,993,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1937,1082,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1937,1230,PERTH REGIONAL OFFICE
ASN00014163,Spring,1937,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1937,1236,ADELAIDE WEST TERRACE
ASN00040214,Spring,1937,2984,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1937,1895,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1937,2082,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1937,1329,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1937,154,PERTH REGIONAL OFFICE
ASN00014163,Summer,1937,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1937,1379,ADELAIDE WEST TERRACE
ASN00040214,Summer,1937,2884,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1937,1505,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1937,1421,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1937,1797,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1937,4648,PERTH REGIONAL OFFICE
ASN00014163,Winter,1937,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1937,1842,ADELAIDE WEST TERRACE
ASN00040214,Winter,1937,835,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1937,5912,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1937,966,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1937,591,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1938,1362,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1938,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1938,1760,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1938,4335,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1938,1916,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1938,761,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1938,1783,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1938,1845,PERTH REGIONAL OFFICE
ASN00014163,Spring,1938,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1938,473,ADELAIDE WEST TERRACE
ASN00040214,Spring,1938,2336,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1938,1664,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1938,861,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1938,1178,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1938,150,PERTH REGIONAL OFFICE
ASN00014163,Summer,1938,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1938,902,ADELAIDE WEST TERRACE
ASN00040214,Summer,1938,3489,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1938,3401,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1938,1019,MELBOURNE REGIONAL OFFICE
