id,Season,Year,total_seas_prcp,name
ASN00040214,Autumn,1953,2094,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1953,4588,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1953,1202,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1953,702,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1953,1533,PERTH REGIONAL OFFICE
ASN00014163,Spring,1953,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1953,1239,ADELAIDE WEST TERRACE
ASN00040214,Spring,1953,1882,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1953,1490,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1953,2993,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1953,696,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1953,497,PERTH REGIONAL OFFICE
ASN00014163,Summer,1953,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1953,827,ADELAIDE WEST TERRACE
ASN00040214,Summer,1953,6132,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1953,2677,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1953,1637,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1953,1334,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1953,5629,PERTH REGIONAL OFFICE
ASN00014163,Winter,1953,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1953,2380,ADELAIDE WEST TERRACE
ASN00040214,Winter,1953,976,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1953,1632,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1953,1387,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1953,916,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1954,1725,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1954,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1954,1464,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1954,1928,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1954,834,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1954,1154,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1954,669,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1954,930,PERTH REGIONAL OFFICE
ASN00014163,Spring,1954,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1954,826,ADELAIDE WEST TERRACE
ASN00040214,Spring,1954,2998,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1954,3713,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1954,3498,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1954,956,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1954,285,PERTH REGIONAL OFFICE
ASN00014163,Summer,1954,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1954,558,ADELAIDE WEST TERRACE
ASN00040214,Summer,1954,7600,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1954,4484,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1954,2439,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1954,741,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1954,4190,PERTH REGIONAL OFFICE
ASN00014163,Winter,1954,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1954,1423,ADELAIDE WEST TERRACE
ASN00040214,Winter,1954,3074,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1954,1469,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1954,1439,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1954,620,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1955,2618,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1955,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1955,1482,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1955,6373,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1955,6472,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1955,1817,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1955,NA,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1955,2062,PERTH REGIONAL OFFICE
ASN00014163,Spring,1955,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1955,1327,ADELAIDE WEST TERRACE
ASN00040214,Spring,1955,1652,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1955,3049,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1955,1978,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1955,NA,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1955,1923,PERTH REGIONAL OFFICE
ASN00014163,Summer,1955,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1955,802,ADELAIDE WEST TERRACE
ASN00040214,Summer,1955,3530,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1955,7143,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1955,2129,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1955,140,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1955,5216,PERTH REGIONAL OFFICE
ASN00014163,Winter,1955,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1955,2640,ADELAIDE WEST TERRACE
ASN00040214,Winter,1955,1259,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1955,1762,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1955,1882,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1955,NA,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1956,3195,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1956,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1956,2534,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1956,4177,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1956,5372,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1956,2521,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1956,1183,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1956,1365,PERTH REGIONAL OFFICE
ASN00014163,Spring,1956,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1956,1245,ADELAIDE WEST TERRACE
ASN00040214,Spring,1956,585,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1956,1165,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1956,2620,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1956,1011,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1956,50,PERTH REGIONAL OFFICE
ASN00014163,Summer,1956,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1956,593,ADELAIDE WEST TERRACE
ASN00040214,Summer,1956,8538,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1956,6903,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1956,1302,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1956,196,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1956,4881,PERTH REGIONAL OFFICE
ASN00014163,Winter,1956,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1956,2552,ADELAIDE WEST TERRACE
ASN00040214,Winter,1956,1738,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1956,3670,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1956,1427,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1956,1347,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1957,1854,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1957,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1957,871,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1957,878,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1957,1424,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1957,1110,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1957,1003,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1957,780,PERTH REGIONAL OFFICE
ASN00014163,Spring,1957,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1957,1257,ADELAIDE WEST TERRACE
ASN00040214,Spring,1957,870,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1957,570,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1957,1853,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1957,1401,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1957,249,PERTH REGIONAL OFFICE
ASN00014163,Summer,1957,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1957,97,ADELAIDE WEST TERRACE
ASN00040214,Summer,1957,2003,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1957,1819,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1957,643,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1957,527,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1957,5607,PERTH REGIONAL OFFICE
ASN00014163,Winter,1957,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1957,2037,ADELAIDE WEST TERRACE
ASN00040214,Winter,1957,1485,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1957,3092,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1957,1697,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1957,317,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1958,1230,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1958,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1958,1352,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1958,2719,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1958,4219,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1958,1383,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1958,1400,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1958,1213,PERTH REGIONAL OFFICE
ASN00014163,Spring,1958,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1958,1473,ADELAIDE WEST TERRACE
ASN00040214,Spring,1958,1139,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1958,1035,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1958,2500,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1958,1169,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1958,189,PERTH REGIONAL OFFICE
ASN00014163,Summer,1958,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1958,181,ADELAIDE WEST TERRACE
ASN00040214,Summer,1958,5167,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1958,6507,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1958,1482,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1958,1393,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1958,5526,PERTH REGIONAL OFFICE
ASN00014163,Winter,1958,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1958,1466,ADELAIDE WEST TERRACE
ASN00040214,Winter,1958,2822,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1958,3290,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1958,1500,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1958,1057,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1959,793,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1959,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1959,362,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1959,2030,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1959,2421,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1959,1575,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1959,474,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1959,1199,PERTH REGIONAL OFFICE
ASN00014163,Spring,1959,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1959,788,ADELAIDE WEST TERRACE
ASN00040214,Spring,1959,4257,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1959,4685,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1959,2104,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1959,577,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1959,278,PERTH REGIONAL OFFICE
ASN00014163,Summer,1959,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1959,793,ADELAIDE WEST TERRACE
ASN00040214,Summer,1959,4544,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1959,4149,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1959,1154,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1959,870,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1959,3896,PERTH REGIONAL OFFICE
ASN00014163,Winter,1959,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1959,941,ADELAIDE WEST TERRACE
ASN00040214,Winter,1959,823,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1959,3916,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1959,1740,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1959,523,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1960,2114,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1960,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1960,1984,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1960,1435,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1960,1919,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1960,3010,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1960,3152,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1960,997,PERTH REGIONAL OFFICE
ASN00014163,Spring,1960,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1960,2112,ADELAIDE WEST TERRACE
ASN00040214,Spring,1960,1746,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1960,4197,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1960,2694,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1960,496,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1960,413,PERTH REGIONAL OFFICE
ASN00014163,Summer,1960,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1960,603,ADELAIDE WEST TERRACE
ASN00040214,Summer,1960,3132,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1960,3964,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1960,1386,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1960,563,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1960,3649,PERTH REGIONAL OFFICE
ASN00014163,Winter,1960,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1960,1171,ADELAIDE WEST TERRACE
ASN00040214,Winter,1960,779,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1960,2888,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1960,1429,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1960,1031,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1961,1999,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1961,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1961,1620,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1961,1018,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1961,1618,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1961,2140,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1961,479,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1961,764,PERTH REGIONAL OFFICE
ASN00014163,Spring,1961,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1961,433,ADELAIDE WEST TERRACE
ASN00040214,Spring,1961,3889,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1961,6441,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1961,880,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1961,506,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1961,398,PERTH REGIONAL OFFICE
ASN00014163,Summer,1961,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1961,188,ADELAIDE WEST TERRACE
ASN00040214,Summer,1961,4536,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1961,3098,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1961,983,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1961,652,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1961,5043,PERTH REGIONAL OFFICE
ASN00014163,Winter,1961,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1961,1558,ADELAIDE WEST TERRACE
ASN00040214,Winter,1961,1311,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1961,3359,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1961,1618,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1961,870,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1962,1608,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1962,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1962,1222,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1962,1867,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1962,4332,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1962,1526,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1962,1368,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1962,1537,PERTH REGIONAL OFFICE
ASN00014163,Spring,1962,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1962,943,ADELAIDE WEST TERRACE
ASN00040214,Spring,1962,1624,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1962,1188,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1962,1690,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1962,1784,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1962,237,PERTH REGIONAL OFFICE
ASN00014163,Summer,1962,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1962,941,ADELAIDE WEST TERRACE
ASN00040214,Summer,1962,4765,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1962,4057,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1962,1265,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1962,817,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1962,3925,PERTH REGIONAL OFFICE
ASN00014163,Winter,1962,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1962,1469,ADELAIDE WEST TERRACE
ASN00040214,Winter,1962,2266,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1962,1835,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1962,1388,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1962,1960,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1963,2707,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1963,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1963,1767,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1963,5998,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1963,8375,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1963,1377,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1963,709,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1963,1151,PERTH REGIONAL OFFICE
ASN00014163,Spring,1963,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1963,864,ADELAIDE WEST TERRACE
ASN00040214,Spring,1963,2233,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1963,1287,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1963,2034,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1963,972,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1963,362,PERTH REGIONAL OFFICE
ASN00014163,Summer,1963,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1963,854,ADELAIDE WEST TERRACE
ASN00040214,Summer,1963,3452,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1963,4682,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1963,2273,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1963,669,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1963,5725,PERTH REGIONAL OFFICE
ASN00014163,Winter,1963,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1963,2727,ADELAIDE WEST TERRACE
ASN00040214,Winter,1963,794,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1963,6012,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1963,1706,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1963,1421,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1964,913,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1964,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1964,1113,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1964,4650,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1964,3894,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1964,2041,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1964,1171,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1964,1663,PERTH REGIONAL OFFICE
ASN00014163,Spring,1964,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1964,2330,ADELAIDE WEST TERRACE
ASN00040214,Spring,1964,1978,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1964,1756,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1964,1800,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1964,1009,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1964,327,PERTH REGIONAL OFFICE
ASN00014163,Summer,1964,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1964,376,ADELAIDE WEST TERRACE
ASN00040214,Summer,1964,4706,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1964,932,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1964,1757,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1964,1788,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1964,6855,PERTH REGIONAL OFFICE
ASN00014163,Winter,1964,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1964,1748,ADELAIDE WEST TERRACE
ASN00040214,Winter,1964,911,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1964,4427,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1964,1475,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1964,1584,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1965,1907,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1965,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1965,1109,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1965,952,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1965,1361,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1965,2003,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1965,1416,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1965,2426,PERTH REGIONAL OFFICE
ASN00014163,Spring,1965,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1965,605,ADELAIDE WEST TERRACE
ASN00040214,Spring,1965,2213,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1965,3133,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1965,1205,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1965,1204,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1965,273,PERTH REGIONAL OFFICE
ASN00014163,Summer,1965,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1965,340,ADELAIDE WEST TERRACE
ASN00040214,Summer,1965,3466,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1965,1206,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1965,800,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1965,941,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1965,5809,PERTH REGIONAL OFFICE
ASN00014163,Winter,1965,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1965,1346,ADELAIDE WEST TERRACE
ASN00040214,Winter,1965,3797,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1965,3454,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1965,1905,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1965,258,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1966,1090,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1966,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1966,926,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1966,2488,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1966,4504,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1966,1748,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1966,1383,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1966,1561,PERTH REGIONAL OFFICE
ASN00014163,Spring,1966,NA,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1966,1181,ADELAIDE WEST TERRACE
ASN00040214,Spring,1966,2809,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1966,2807,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1966,1690,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1966,2322,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1966,218,PERTH REGIONAL OFFICE
ASN00014163,Summer,1966,NA,DARWIN BOTANIC GARDENS
ASN00023000,Summer,1966,857,ADELAIDE WEST TERRACE
ASN00040214,Summer,1966,2847,BRISBANE REGIONAL OFFICE
ASN00066062,Summer,1966,2590,SYDNEY (OBSERVATORY HILL)
ASN00086071,Summer,1966,1877,MELBOURNE REGIONAL OFFICE
ASN00094030,Summer,1966,579,HOBART BOTANICAL GARDENS
ASN00009034,Winter,1966,4874,PERTH REGIONAL OFFICE
ASN00014163,Winter,1966,NA,DARWIN BOTANIC GARDENS
ASN00023000,Winter,1966,1995,ADELAIDE WEST TERRACE
ASN00040214,Winter,1966,2991,BRISBANE REGIONAL OFFICE
ASN00066062,Winter,1966,2402,SYDNEY (OBSERVATORY HILL)
ASN00086071,Winter,1966,1507,MELBOURNE REGIONAL OFFICE
ASN00094030,Winter,1966,783,HOBART BOTANICAL GARDENS
ASN00009034,Autumn,1967,2914,PERTH REGIONAL OFFICE
ASN00014163,Autumn,1967,NA,DARWIN BOTANIC GARDENS
ASN00023000,Autumn,1967,396,ADELAIDE WEST TERRACE
ASN00040214,Autumn,1967,4025,BRISBANE REGIONAL OFFICE
ASN00066062,Autumn,1967,2288,SYDNEY (OBSERVATORY HILL)
ASN00086071,Autumn,1967,740,MELBOURNE REGIONAL OFFICE
ASN00094030,Autumn,1967,420,HOBART BOTANICAL GARDENS
ASN00009034,Spring,1967,1081,PERTH REGIONAL OFFICE
ASN00014163,Spring,1967,1065,DARWIN BOTANIC GARDENS
ASN00023000,Spring,1967,371,ADELAIDE WEST TERRACE
ASN00040214,Spring,1967,1412,BRISBANE REGIONAL OFFICE
ASN00066062,Spring,1967,2989,SYDNEY (OBSERVATORY HILL)
ASN00086071,Spring,1967,676,MELBOURNE REGIONAL OFFICE
ASN00094030,Spring,1967,1463,HOBART BOTANICAL GARDENS
ASN00009034,Summer,1967,386,PERTH REGIONAL OFFICE
